date,Year,Month,Day,adm2_id,ADM2_PCODE,districts,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
1981-01-01,1981,January,1,25840,LK45,Kilinochchi,41,51.9756,38.2098,,,,,131.8582,,,final
1981-01-11,1981,January,11,25840,LK45,Kilinochchi,41,11.1707,24.2545,,,,,55.2761,,,final
1981-01-21,1981,January,21,25840,LK45,Kilinochchi,41,2.7073,26.0366,65.8537,88.5008,,,24.833,77.0082,,final
1981-02-01,1981,February,1,25840,LK45,Kilinochchi,41,14.561,16.4992,28.439,66.7902,,,90.9847,50.0572,,final
1981-02-11,1981,February,11,25840,LK45,Kilinochchi,41,2.0,10.7528,19.2683,53.2886,,,44.4364,46.2457,,final
1981-02-21,1981,February,21,25840,LK45,Kilinochchi,41,1.8049,7.2797,18.3659,34.5317,,,55.4158,63.6981,,final
1981-03-01,1981,March,1,25840,LK45,Kilinochchi,41,1.9756,12.0911,5.7805,30.1236,,,40.8144,39.3297,,final
1981-03-11,1981,March,11,25840,LK45,Kilinochchi,41,1.8049,9.1805,5.5854,28.5512,,,47.9876,40.4277,,final
1981-03-21,1981,March,21,25840,LK45,Kilinochchi,41,5.5366,10.965,9.3171,32.2366,93.5366,155.2691,65.9979,45.7354,62.6473,final
1981-04-01,1981,April,1,25840,LK45,Kilinochchi,41,27.8293,24.5049,35.1707,44.6504,69.3902,141.5642,111.2673,82.654,52.3806,final
1981-04-11,1981,April,11,25840,LK45,Kilinochchi,41,8.9024,32.3366,42.2683,67.8065,67.122,149.6463,37.2354,67.1773,48.308,final
1981-04-21,1981,April,21,25840,LK45,Kilinochchi,41,3.9268,26.5683,40.6585,83.4098,68.3415,150.178,28.2778,54.2326,48.909,final
1981-05-01,1981,May,1,25840,LK45,Kilinochchi,41,17.3415,11.1837,30.1707,70.0886,71.122,144.8626,138.0488,50.1579,52.3832,final
1981-05-11,1981,May,11,25840,LK45,Kilinochchi,41,5.4878,5.8089,26.7561,43.561,74.6098,139.9187,97.029,68.6248,56.4371,final
1981-05-21,1981,May,21,25840,LK45,Kilinochchi,41,2.2683,2.8407,25.0976,19.8333,75.0732,135.4797,92.7001,117.6455,58.4777,final
1981-06-01,1981,June,1,25840,LK45,Kilinochchi,41,0.0732,0.5837,7.8293,9.2333,73.1707,123.9724,90.8561,92.6998,62.0805,final
1981-06-11,1981,June,11,25840,LK45,Kilinochchi,41,0.0,0.0,2.3415,3.4244,71.3659,114.7919,100.0,91.9331,65.2012,final
1981-06-21,1981,June,21,25840,LK45,Kilinochchi,41,0.0,0.0,0.0732,0.5837,65.8293,103.8268,100.0,95.1759,66.6181,final
1981-07-01,1981,July,1,25840,LK45,Kilinochchi,41,0.0,0.0,0.0,0.0,38.0,79.322,100.0,100.0,53.7382,final
1981-07-11,1981,July,11,25840,LK45,Kilinochchi,41,0.0,0.0,0.0,0.0,29.0976,46.9854,100.0,100.0,68.6098,final
1981-07-21,1981,July,21,25840,LK45,Kilinochchi,41,0.3659,0.0626,0.3659,0.0626,25.5366,20.4797,105.99,103.0137,116.5911,final
1981-08-01,1981,August,1,25840,LK45,Kilinochchi,41,0.0976,0.2821,0.4634,0.3447,8.2927,9.578,96.5061,101.1474,93.4347,final
1981-08-11,1981,August,11,25840,LK45,Kilinochchi,41,0.0732,0.5902,0.5366,0.935,2.878,4.3593,90.7504,96.3569,89.6841,final
1981-08-21,1981,August,21,25840,LK45,Kilinochchi,41,5.0,3.3228,5.1707,4.1951,5.6098,4.8415,120.1524,106.8729,105.1767,final
1981-09-01,1981,September,1,25840,LK45,Kilinochchi,41,7.7073,10.6098,12.7805,14.5228,13.2439,14.8675,81.4062,92.8953,93.4711,final
1981-09-11,1981,September,11,25840,LK45,Kilinochchi,41,44.2683,10.3195,56.9756,24.252,57.5122,25.187,321.6048,195.5376,191.8669,final
1981-09-21,1981,September,21,25840,LK45,Kilinochchi,41,1.4634,21.6675,53.439,42.5967,58.9756,46.8545,24.2371,120.614,121.3196,final
1981-10-01,1981,October,1,25840,LK45,Kilinochchi,41,26.6098,42.461,72.3415,74.448,85.5854,89.3154,66.6016,97.5056,96.2442,final
1981-10-11,1981,October,11,25840,LK45,Kilinochchi,41,46.6585,56.4024,74.7317,120.5309,132.2439,145.7179,84.1311,64.9131,91.3472,final
1981-10-21,1981,October,21,25840,LK45,Kilinochchi,41,168.4634,91.3065,241.7317,190.1699,300.3415,236.9618,180.116,125.759,125.6638,final
1981-11-01,1981,November,1,25840,LK45,Kilinochchi,41,74.0732,141.7585,289.1951,289.4675,374.3171,378.4382,53.8798,99.9091,98.939,final
1981-11-11,1981,November,11,25840,LK45,Kilinochchi,41,68.2439,130.7382,310.7805,363.8033,442.4878,508.5862,53.9597,85.8153,87.2541,final
1981-11-21,1981,November,21,25840,LK45,Kilinochchi,41,170.6829,134.6268,313.0,407.1236,608.1707,639.8902,125.8232,77.4351,95.1193,final
1981-12-01,1981,December,1,25840,LK45,Kilinochchi,41,39.6585,88.8065,278.5854,354.1715,640.122,718.087,47.6071,79.2443,89.2918,final
1981-12-11,1981,December,11,25840,LK45,Kilinochchi,41,19.4146,80.8252,229.7561,304.2585,615.2683,788.5927,28.4469,76.2926,78.2963,final
1981-12-21,1981,December,21,25840,LK45,Kilinochchi,41,11.7073,64.9195,70.7805,234.5512,625.5122,831.8447,23.8951,33.0321,75.4904,final
1982-01-01,1982,January,1,25840,LK45,Kilinochchi,41,4.2683,38.2098,35.3902,183.9545,603.1707,827.5935,21.4495,23.4025,73.2062,final
1982-01-11,1982,January,11,25840,LK45,Kilinochchi,41,4.6098,24.2545,20.5854,127.3837,561.122,795.4455,32.8488,22.2627,70.9076,final
1982-01-21,1982,January,21,25840,LK45,Kilinochchi,41,6.1951,26.0366,15.0732,88.5008,398.8537,730.1756,36.0707,25.4548,55.2374,final
1982-02-01,1982,February,1,25840,LK45,Kilinochchi,41,3.3171,16.4992,14.122,66.7902,328.0976,604.9163,38.6855,31.4128,54.9827,final
1982-02-11,1982,February,11,25840,LK45,Kilinochchi,41,3.3171,10.7528,12.8293,53.2886,263.1707,484.9309,52.7973,36.0717,55.1937,final
1982-02-21,1982,February,21,25840,LK45,Kilinochchi,41,2.6341,7.2797,9.2683,34.5317,95.122,357.5837,62.169,43.2687,28.5981,final
1982-03-01,1982,March,1,25840,LK45,Kilinochchi,41,1.2683,12.0911,7.2195,30.1236,56.7317,280.8683,36.6759,42.9162,22.9422,final
1982-03-11,1982,March,11,25840,LK45,Kilinochchi,41,2.7561,9.1805,6.6585,28.5512,40.0732,209.2236,54.6956,43.2114,22.8411,final
1982-03-21,1982,March,21,25840,LK45,Kilinochchi,41,6.4878,10.965,10.5122,32.2366,34.8537,155.2691,71.956,48.565,27.1398,final
1982-04-01,1982,April,1,25840,LK45,Kilinochchi,41,2.2195,24.5049,11.4634,44.6504,32.8049,141.5642,24.4689,39.274,28.2421,final
1982-04-11,1982,April,11,25840,LK45,Kilinochchi,41,3.1463,32.3366,11.8537,67.8065,31.3415,149.6463,21.8187,28.0872,25.8957,final
1982-04-21,1982,April,21,25840,LK45,Kilinochchi,41,39.2927,26.5683,44.6585,83.4098,64.439,150.178,140.3075,58.5148,46.4727,final
1982-05-01,1982,May,1,25840,LK45,Kilinochchi,41,1.561,11.1837,44.0,70.0886,62.6829,144.8626,40.5405,67.4253,46.9338,final
1982-05-11,1982,May,11,25840,LK45,Kilinochchi,41,5.4146,5.8089,46.2683,43.561,64.7805,139.9187,96.352,105.0546,49.8807,final
1982-05-21,1982,May,21,25840,LK45,Kilinochchi,41,5.2683,2.8407,12.2439,19.8333,67.4146,135.4797,130.9623,74.5606,53.2134,final
1982-06-01,1982,June,1,25840,LK45,Kilinochchi,41,0.6341,0.5837,11.3171,9.2333,66.7805,123.9724,100.9027,110.834,57.3107,final
1982-06-11,1982,June,11,25840,LK45,Kilinochchi,41,0.0,0.0,5.9024,3.4244,64.0244,114.7919,100.0,118.4593,59.3183,final
1982-06-21,1982,June,21,25840,LK45,Kilinochchi,41,0.0,0.0,0.6341,0.5837,57.5366,103.8268,100.0,100.4763,59.3327,final
1982-07-01,1982,July,1,25840,LK45,Kilinochchi,41,0.0,0.0,0.0,0.0,55.3171,79.322,100.0,100.0,73.1254,final
1982-07-11,1982,July,11,25840,LK45,Kilinochchi,41,0.0,0.0,0.0,0.0,52.1707,46.9854,100.0,100.0,109.0995,final
1982-07-21,1982,July,21,25840,LK45,Kilinochchi,41,0.0,0.0626,0.0,0.0626,12.878,20.4797,98.7634,99.3779,75.06,final
1982-08-01,1982,August,1,25840,LK45,Kilinochchi,41,0.1463,0.2821,0.1463,0.3447,11.4634,9.578,97.4296,98.0824,109.63,final
1982-08-11,1982,August,11,25840,LK45,Kilinochchi,41,0.2439,0.5902,0.3902,0.935,6.2927,4.3593,93.8045,95.0186,113.4639,final
1982-08-21,1982,August,21,25840,LK45,Kilinochchi,41,1.0,3.3228,1.3902,4.1951,2.0244,4.8415,72.0914,80.2405,81.0189,final
1982-09-01,1982,September,1,25840,LK45,Kilinochchi,41,4.6098,10.6098,5.8537,14.5228,6.0,14.8675,61.5625,64.6487,64.3411,final
1982-09-11,1982,September,11,25840,LK45,Kilinochchi,41,13.2195,10.3195,18.8293,24.252,19.2195,25.187,118.9301,84.1681,83.0407,final
1982-09-21,1982,September,21,25840,LK45,Kilinochchi,41,20.4878,21.6675,38.3171,42.5967,39.7073,46.8545,95.5764,91.8632,87.429,final
1982-10-01,1982,October,1,25840,LK45,Kilinochchi,41,29.2195,42.461,62.9268,74.448,68.9268,89.3154,72.1003,86.3571,79.4708,final
1982-10-11,1982,October,11,25840,LK45,Kilinochchi,41,60.878,56.4024,110.5854,120.5309,129.8049,145.7179,107.289,92.3807,89.7809,final
1982-10-21,1982,October,21,25840,LK45,Kilinochchi,41,82.8293,91.3065,172.9268,190.1699,212.6341,236.9618,91.1976,91.3858,90.1492,final
1982-11-01,1982,November,1,25840,LK45,Kilinochchi,41,148.9268,141.7585,292.6341,289.4675,361.4146,378.4382,104.8844,101.0574,95.6174,final
1982-11-11,1982,November,11,25840,LK45,Kilinochchi,41,67.4634,130.7382,299.2195,363.8033,428.6341,508.5862,53.3847,82.7225,84.5827,final
1982-11-21,1982,November,21,25840,LK45,Kilinochchi,41,333.1707,134.6268,549.561,407.1236,760.8049,639.8902,242.1961,134.1475,118.6054,final
1982-12-01,1982,December,1,25840,LK45,Kilinochchi,41,154.4146,88.8065,555.0488,354.1715,910.6098,718.087,169.9399,155.1601,126.4423,final
1982-12-11,1982,December,11,25840,LK45,Kilinochchi,41,117.3171,80.8252,604.9024,304.2585,1014.7073,788.5927,142.5188,195.6677,128.3141,final
1982-12-21,1982,December,21,25840,LK45,Kilinochchi,41,12.561,64.9195,284.2927,234.5512,1006.7805,831.8447,25.116,120.3399,120.7801,final
1983-01-01,1983,January,1,25840,LK45,Kilinochchi,41,5.4634,38.2098,135.3415,183.9545,983.0244,827.5935,24.2154,74.9359,118.5568,final
1983-01-11,1983,January,11,25840,LK45,Kilinochchi,41,7.1707,24.2545,25.1951,127.3837,929.3171,795.4455,41.603,25.6181,116.6208,final
1983-01-21,1983,January,21,25840,LK45,Kilinochchi,41,8.5854,26.0366,21.2195,88.5008,855.0732,730.1756,43.7721,31.6947,116.874,final
1983-02-01,1983,February,1,25840,LK45,Kilinochchi,41,3.3171,16.4992,19.0732,66.7902,709.4634,604.9163,38.6855,37.8605,117.0019,final
1983-02-11,1983,February,11,25840,LK45,Kilinochchi,41,4.3902,10.7528,16.2927,53.2886,646.3902,484.9309,59.6098,41.5441,132.6226,final
1983-02-21,1983,February,21,25840,LK45,Kilinochchi,41,2.4146,7.2797,10.122,34.5317,315.6341,357.5837,60.3814,45.1857,88.5877,final
1983-03-01,1983,March,1,25840,LK45,Kilinochchi,41,1.6585,12.0911,8.4634,30.1236,162.878,280.8683,38.9592,46.0164,59.4352,final
1983-03-11,1983,March,11,25840,LK45,Kilinochchi,41,1.3415,9.1805,5.4146,28.5512,46.9024,209.2236,44.7196,39.9848,25.9564,final
1983-03-21,1983,March,21,25840,LK45,Kilinochchi,41,5.9512,10.965,8.9512,32.2366,40.2927,155.2691,68.595,44.8692,30.4308,final
1983-04-01,1983,April,1,25840,LK45,Kilinochchi,41,3.7073,24.5049,11.0,44.6504,38.5366,141.5642,29.5114,38.4261,32.0238,final
1983-04-11,1983,April,11,25840,LK45,Kilinochchi,41,3.3659,32.3366,13.0244,67.8065,34.7317,149.6463,22.4066,29.5919,28.0192,final
1983-04-21,1983,April,21,25840,LK45,Kilinochchi,41,10.3902,26.5683,17.4634,83.4098,36.5366,150.178,48.7522,29.401,29.053,final
1983-05-01,1983,May,1,25840,LK45,Kilinochchi,41,3.1707,11.1837,16.9268,70.0886,36.3902,144.8626,50.4873,33.6213,29.9557,final
1983-05-11,1983,May,11,25840,LK45,Kilinochchi,41,3.9512,5.8089,17.5122,43.561,35.9512,139.9187,82.8131,51.3661,30.6508,final
1983-05-21,1983,May,21,25840,LK45,Kilinochchi,41,0.4878,2.8407,7.6098,19.8333,34.0244,135.4797,69.9917,59.0271,30.2615,final
1983-06-01,1983,June,1,25840,LK45,Kilinochchi,41,0.0976,0.5837,4.5366,9.2333,32.4634,123.9724,91.293,75.5802,31.6957,final
1983-06-11,1983,June,11,25840,LK45,Kilinochchi,41,0.0,0.0,0.5854,3.4244,31.122,114.7919,100.0,78.8517,32.9524,final
1983-06-21,1983,June,21,25840,LK45,Kilinochchi,41,0.0,0.0,0.0976,0.5837,25.1707,103.8268,100.0,95.4064,30.8985,final
1983-07-01,1983,July,1,25840,LK45,Kilinochchi,41,0.0,0.0,0.0,0.0,21.4634,79.322,100.0,100.0,35.2247,final
1983-07-11,1983,July,11,25840,LK45,Kilinochchi,41,0.0,0.0,0.0,0.0,18.0976,46.9854,100.0,100.0,49.3066,final
1983-07-21,1983,July,21,25840,LK45,Kilinochchi,41,0.0,0.0626,0.0,0.0626,7.7073,20.4797,98.7634,99.3779,58.0955,final
1983-08-01,1983,August,1,25840,LK45,Kilinochchi,41,0.439,0.2821,0.439,0.3447,4.9756,9.578,102.9706,100.9117,76.4918,final
1983-08-11,1983,August,11,25840,LK45,Kilinochchi,41,0.3171,0.5902,0.7561,0.935,1.3415,4.3593,95.1134,98.3643,78.9831,final
1983-08-21,1983,August,21,25840,LK45,Kilinochchi,41,3.9268,3.3228,4.6829,4.1951,4.7805,4.8415,107.258,103.4364,99.5892,final
1983-09-01,1983,September,1,25840,LK45,Kilinochchi,41,14.6829,10.6098,18.9268,14.5228,19.3659,14.8675,126.0937,117.9591,118.0894,final
1983-09-11,1983,September,11,25840,LK45,Kilinochchi,41,18.9024,10.3195,37.5122,24.252,38.2683,25.187,156.0261,138.7135,137.1765,final
1983-09-21,1983,September,21,25840,LK45,Kilinochchi,41,6.4146,21.6675,40.0,42.5967,44.6829,46.8545,42.8036,95.0629,96.1805,final
1983-10-01,1983,October,1,25840,LK45,Kilinochchi,41,4.8293,42.461,30.1463,74.448,49.5122,89.3154,20.7102,47.5397,59.9224,final
1983-10-11,1983,October,11,25840,LK45,Kilinochchi,41,29.8293,56.4024,41.0732,120.5309,79.3415,145.7179,56.7229,39.1273,57.3739,final
1983-10-21,1983,October,21,25840,LK45,Kilinochchi,41,59.0244,91.3065,93.6829,190.1699,138.3659,236.9618,66.4798,51.7975,60.0764,final
1983-11-01,1983,November,1,25840,LK45,Kilinochchi,41,134.7073,141.7585,223.561,289.4675,272.6341,378.4382,95.1954,77.9921,72.7617,final
1983-11-11,1983,November,11,25840,LK45,Kilinochchi,41,38.3659,130.7382,232.0976,363.8033,310.6829,508.5862,31.9482,64.766,61.8379,final
1983-11-21,1983,November,21,25840,LK45,Kilinochchi,41,37.3902,134.6268,210.4634,407.1236,344.1463,639.8902,30.3597,52.8533,54.4933,final
1983-12-01,1983,December,1,25840,LK45,Kilinochchi,41,34.122,88.8065,109.878,354.1715,363.5854,718.087,41.7049,32.918,51.3105,final
1983-12-11,1983,December,11,25840,LK45,Kilinochchi,41,201.3902,80.8252,272.9024,304.2585,546.0732,788.5927,240.4774,90.0222,69.6316,final
1983-12-21,1983,December,21,25840,LK45,Kilinochchi,41,379.1707,64.9195,614.6829,234.5512,918.8293,831.8447,549.4471,255.4405,110.3326,final
1984-01-01,1984,January,1,25840,LK45,Kilinochchi,41,13.8537,38.2098,594.4146,183.9545,927.8537,827.5935,43.6329,311.6271,111.97,final
1984-01-11,1984,January,11,25840,LK45,Kilinochchi,41,158.5366,24.2545,551.561,127.3837,1056.561,795.4455,559.014,408.7536,132.4188,final
1984-01-21,1984,January,21,25840,LK45,Kilinochchi,41,20.3171,26.0366,192.7073,88.5008,1017.8537,730.1756,81.5717,205.7925,138.8662,final
1984-02-01,1984,February,1,25840,LK45,Kilinochchi,41,98.3902,16.4992,277.2439,66.7902,981.5366,604.9163,480.903,374.063,161.2474,final
1984-02-11,1984,February,11,25840,LK45,Kilinochchi,41,79.5854,10.7528,198.2927,53.2886,1022.7561,484.9309,536.9529,329.1156,208.6667,final
1984-02-21,1984,February,21,25840,LK45,Kilinochchi,41,29.561,7.2797,207.5366,34.5317,1014.9268,357.5837,281.4486,488.4982,278.8281,final
1984-03-01,1984,March,1,25840,LK45,Kilinochchi,41,54.3659,12.0911,163.5122,30.1236,1035.1707,280.8683,347.3504,432.4445,359.3278,final
1984-03-11,1984,March,11,25840,LK45,Kilinochchi,41,1.8293,9.1805,85.7561,28.5512,835.6098,209.2236,48.1596,248.3867,385.7294,final
1984-03-21,1984,March,21,25840,LK45,Kilinochchi,41,44.1707,10.965,100.3659,32.2366,500.6098,155.2691,307.99,261.3039,308.9566,final
1984-04-01,1984,April,1,25840,LK45,Kilinochchi,41,22.9756,24.5049,68.9756,44.6504,509.7317,141.5642,94.8169,144.5106,342.9119,final
1984-04-11,1984,April,11,25840,LK45,Kilinochchi,41,76.4634,32.3366,143.6098,67.8065,427.6585,149.6463,218.1866,197.4253,274.1425,final
1984-04-21,1984,April,21,25840,LK45,Kilinochchi,41,61.0244,26.5683,160.4634,83.4098,468.3659,150.178,209.1478,182.4899,298.6463,final
1984-05-01,1984,May,1,25840,LK45,Kilinochchi,41,1.2927,11.1837,138.7805,70.0886,371.2683,144.8626,38.8827,185.7698,246.1978,final
1984-05-11,1984,May,11,25840,LK45,Kilinochchi,41,2.5366,5.8089,64.8537,43.561,294.2195,139.9187,69.7255,139.7541,202.923,final
1984-05-21,1984,May,21,25840,LK45,Kilinochchi,41,0.3415,2.8407,4.1707,19.8333,265.0,135.4797,68.1253,47.4997,189.0298,final
1984-06-01,1984,June,1,25840,LK45,Kilinochchi,41,1.3171,0.5837,4.1951,9.2333,211.9512,123.9724,113.1334,73.8048,165.6694,final
1984-06-11,1984,June,11,25840,LK45,Kilinochchi,41,0.0,0.0,1.6585,3.4244,210.122,114.7919,100.0,86.8459,176.3913,final
1984-06-21,1984,June,21,25840,LK45,Kilinochchi,41,0.0,0.0,1.3171,0.5837,165.9512,103.8268,100.0,106.9289,154.578,final
1984-07-01,1984,July,1,25840,LK45,Kilinochchi,41,0.0,0.0,0.0,0.0,142.9756,79.322,100.0,100.0,171.2632,final
1984-07-11,1984,July,11,25840,LK45,Kilinochchi,41,0.0,0.0,0.0,0.0,66.5122,46.9854,100.0,100.0,134.2664,final
1984-07-21,1984,July,21,25840,LK45,Kilinochchi,41,0.0244,0.0626,0.0244,0.0626,5.5122,20.4797,99.2452,99.6203,50.8936,final
1984-08-01,1984,August,1,25840,LK45,Kilinochchi,41,0.0244,0.2821,0.0488,0.3447,4.2439,9.578,95.1208,97.1393,72.7545,final
1984-08-11,1984,August,11,25840,LK45,Kilinochchi,41,0.0244,0.5902,0.0732,0.935,1.7317,4.3593,89.8778,92.119,81.7008,final
1984-08-21,1984,August,21,25840,LK45,Kilinochchi,41,2.8049,3.3228,2.8537,4.1951,4.1951,4.8415,93.7775,90.5498,95.645,final
1984-09-01,1984,September,1,25840,LK45,Kilinochchi,41,3.7317,10.6098,6.561,14.5228,6.6098,14.8675,55.9375,67.5331,66.7931,final
1984-09-11,1984,September,11,25840,LK45,Kilinochchi,41,9.9512,10.3195,16.4878,24.252,16.561,25.187,97.5959,77.3321,75.4852,final
1984-09-21,1984,September,21,25840,LK45,Kilinochchi,41,59.8049,21.6675,73.4878,42.5967,76.3659,46.8545,243.0109,158.7319,151.9069,final
1984-10-01,1984,October,1,25840,LK45,Kilinochchi,41,39.7073,42.461,109.4634,74.448,116.0732,89.3154,94.1981,141.4639,126.9422,final
1984-10-11,1984,October,11,25840,LK45,Kilinochchi,41,13.5122,56.4024,113.0244,120.5309,129.5854,145.7179,30.149,94.2493,89.6399,final
1984-10-21,1984,October,21,25840,LK45,Kilinochchi,41,31.3171,91.3065,84.5366,190.1699,160.878,236.9618,37.7099,47.2282,69.1921,final
1984-11-01,1984,November,1,25840,LK45,Kilinochchi,41,75.9268,141.7585,120.7561,289.4675,236.7805,378.4382,55.1428,43.6629,63.5315,final
1984-11-11,1984,November,11,25840,LK45,Kilinochchi,41,311.5366,130.7382,418.7805,363.8033,548.2927,508.5862,233.1964,114.7075,107.6567,final
1984-11-21,1984,November,21,25840,LK45,Kilinochchi,41,103.4878,134.6268,490.9512,407.1236,648.9756,639.8902,77.6984,120.0966,101.398,final
1984-12-01,1984,December,1,25840,LK45,Kilinochchi,41,96.878,88.8065,511.9024,354.1715,742.122,718.087,108.6045,143.3123,103.3011,final
1984-12-11,1984,December,11,25840,LK45,Kilinochchi,41,4.9268,80.8252,205.2927,304.2585,737.0976,788.5927,11.5663,68.5081,93.5518,final
1984-12-21,1984,December,21,25840,LK45,Kilinochchi,41,87.0,64.9195,188.8049,234.5512,764.2927,831.8447,131.5799,81.2938,91.9757,final
1985-01-01,1985,January,1,25840,LK45,Kilinochchi,41,47.0732,38.2098,139.0,183.9545,771.6585,827.5935,120.5125,76.8222,93.3219,final
1985-01-11,1985,January,11,25840,LK45,Kilinochchi,41,35.878,24.2545,169.9512,127.3837,794.0244,795.4455,139.7327,130.9844,99.8236,final
1985-01-21,1985,January,21,25840,LK45,Kilinochchi,41,14.7073,26.0366,97.6585,88.5008,777.4146,730.1756,63.4971,109.2971,106.3821,final
1985-02-01,1985,February,1,25840,LK45,Kilinochchi,41,21.2439,16.4992,71.8293,66.7902,722.7317,604.9163,122.0693,106.5621,119.1596,final
1985-02-11,1985,February,11,25840,LK45,Kilinochchi,41,10.3659,10.7528,46.3171,53.2886,421.561,484.9309,97.5434,88.9845,87.1962,final
1985-02-21,1985,February,21,25840,LK45,Kilinochchi,41,6.6341,7.2797,38.2439,34.5317,324.7073,357.5837,94.7431,108.3361,91.0561,final
1985-03-01,1985,March,1,25840,LK45,Kilinochchi,41,3.0976,12.0911,20.0976,30.1236,230.9268,280.8683,47.3789,75.0122,82.8302,final
1985-03-11,1985,March,11,25840,LK45,Kilinochchi,41,18.4878,9.1805,28.2195,28.5512,244.4878,209.2236,165.6347,99.1396,116.086,final
1985-03-21,1985,March,21,25840,LK45,Kilinochchi,41,5.6829,10.965,27.2683,32.2366,163.1707,155.2691,66.9145,88.237,104.7811,final
1985-04-01,1985,April,1,25840,LK45,Kilinochchi,41,24.8049,24.5049,48.9756,44.6504,140.9024,141.5642,101.0168,107.9143,99.5634,final
1985-04-11,1985,April,11,25840,LK45,Kilinochchi,41,19.1707,32.3366,49.6585,67.8065,124.1951,149.6463,64.7374,76.6755,84.0577,final
1985-04-21,1985,April,21,25840,LK45,Kilinochchi,41,8.6098,26.5683,52.5854,83.4098,118.0976,150.178,43.1121,67.0009,79.972,final
1985-05-01,1985,May,1,25840,LK45,Kilinochchi,41,2.122,11.1837,29.9024,70.0886,98.9756,144.8626,44.0068,49.8229,70.3692,final
1985-05-11,1985,May,11,25840,LK45,Kilinochchi,41,5.3902,5.8089,16.122,43.561,94.0,139.9187,96.1264,48.7705,69.3709,final
1985-05-21,1985,May,21,25840,LK45,Kilinochchi,41,3.5122,2.8407,11.0244,19.8333,90.878,135.4797,108.5649,70.4728,69.3417,final
1985-06-01,1985,June,1,25840,LK45,Kilinochchi,41,0.9024,0.5837,9.8049,9.2333,88.6829,123.9724,105.7076,102.9716,73.6592,final
1985-06-11,1985,June,11,25840,LK45,Kilinochchi,41,0.0,0.0,4.4146,3.4244,70.1951,114.7919,100.0,107.3765,64.2631,final
1985-06-21,1985,June,21,25840,LK45,Kilinochchi,41,0.0,0.0,0.9024,0.5837,64.5122,103.8268,100.0,103.0112,65.461,final
1985-07-01,1985,July,1,25840,LK45,Kilinochchi,41,0.0,0.0,0.0,0.0,39.7073,79.322,100.0,100.0,55.6496,final
1985-07-11,1985,July,11,25840,LK45,Kilinochchi,41,0.0,0.0,0.0,0.0,20.5366,46.9854,100.0,100.0,53.5867,final
1985-07-21,1985,July,21,25840,LK45,Kilinochchi,41,0.0244,0.0626,0.0244,0.0626,11.9512,20.4797,99.2452,99.6203,72.0192,final
1985-08-01,1985,August,1,25840,LK45,Kilinochchi,41,0.3659,0.2821,0.3902,0.3447,10.1951,9.578,101.5853,100.4401,103.1519,final
1985-08-11,1985,August,11,25840,LK45,Kilinochchi,41,0.1707,0.5902,0.561,0.935,4.9756,4.3593,92.4956,96.5799,104.2917,final
1985-08-21,1985,August,21,25840,LK45,Kilinochchi,41,1.9512,3.3228,2.4878,4.1951,3.4146,4.8415,83.5206,87.9725,90.3862,final
1985-09-01,1985,September,1,25840,LK45,Kilinochchi,41,6.4878,10.6098,8.6098,14.5228,9.0,14.8675,73.5937,75.8877,76.405,final
1985-09-11,1985,September,11,25840,LK45,Kilinochchi,41,5.0244,10.3195,13.4634,24.252,14.0244,25.187,65.4354,68.5023,68.2763,final
1985-09-21,1985,September,21,25840,LK45,Kilinochchi,41,34.6829,21.6675,46.1951,42.5967,48.7073,46.8545,148.8064,106.8414,103.2589,final
1985-10-01,1985,October,1,25840,LK45,Kilinochchi,41,59.878,42.461,99.5854,74.448,108.5854,89.3154,136.6977,129.7667,119.4027,final
1985-10-11,1985,October,11,25840,LK45,Kilinochchi,41,3.5366,56.4024,98.0976,120.5309,112.122,145.7179,13.9027,82.8138,78.4251,final
1985-10-21,1985,October,21,25840,LK45,Kilinochchi,41,91.6829,91.3065,155.0976,190.1699,203.7805,236.9618,100.3909,82.4787,86.5642,final
1985-11-01,1985,November,1,25840,LK45,Kilinochchi,41,332.1463,141.7585,427.3659,289.4675,535.561,378.4382,229.7286,146.0479,140.4499,final
1985-11-11,1985,November,11,25840,LK45,Kilinochchi,41,38.5122,130.7382,462.3415,363.8033,573.9024,508.5862,32.056,126.361,112.5951,final
1985-11-21,1985,November,21,25840,LK45,Kilinochchi,41,4.1951,134.6268,374.8537,407.1236,576.1463,639.8902,6.5855,92.2637,90.1916,final
1985-12-01,1985,December,1,25840,LK45,Kilinochchi,41,120.5854,88.8065,163.2927,354.1715,690.2439,718.087,133.877,47.5855,96.1759,final
1985-12-11,1985,December,11,25840,LK45,Kilinochchi,41,14.0488,80.8252,138.8293,304.2585,699.2683,788.5927,22.1949,47.3589,88.8148,final
1985-12-21,1985,December,21,25840,LK45,Kilinochchi,41,6.3171,64.9195,140.9512,234.5512,670.9024,831.8447,16.1859,61.7258,80.8822,final
1986-01-01,1986,January,1,25840,LK45,Kilinochchi,41,68.7561,38.2098,89.122,183.9545,679.7805,827.5935,170.6932,51.1058,82.3527,final
1986-01-11,1986,January,11,25840,LK45,Kilinochchi,41,43.9268,24.2545,119.0,127.3837,720.1707,795.4455,167.2456,93.8976,90.6543,final
1986-01-21,1986,January,21,25840,LK45,Kilinochchi,41,8.3171,26.0366,121.0,88.5008,636.8049,730.1756,42.9077,132.9938,87.3853,final
